gender,age,race_ethnicity,employment,state_name,vote_trump,vote_biden
Female,25,Other,Employed,California,1,0
Male,71,White,Not in labor force,Indiana,1,0
Male,40,White,Employed,California,1,0
Female,53,White,Unemployed,Florida,0,0
Male,64,White,Other,Texas,1,0
Male,67,White,Not in labor force,Texas,0,1
Male,46,White,Employed,South Carolina,1,0
Female,57,White,Not in labor force,Texas,0,1
Female,36,White,Not in labor force,Missouri,0,0
Female,59,White,Not in labor force,Ohio,0,0
Female,29,White,Student,Alaska,0,0
Male,66,White,Not in labor force,Alabama,1,0
Female,48,White,Unemployed,North Carolina,0,0
Male,71,White,Not in labor force,Florida,1,0
Male,69,White,Not in labor force,Florida,1,0
Female,20,White,Not in labor force,Florida,0,1
Female,61,White,Not in labor force,North Carolina,0,1
Female,31,White,Employed,New York,0,1
Male,66,White,Employed,Pennsylvania,1,0
Female,65,Other Asian or Pacific Islander,Not in labor force,Texas,1,0
Male,47,White,Not in labor force,Minnesota,0,1
Male,36,White,Employed,Illinois,1,0
Female,28,Black or African American,Employed,Indiana,0,1
Female,39,White,Not in labor force,Louisiana,1,0
Female,64,White,Not in labor force,Wisconsin,0,1
Male,57,White,Employed,Illinois,0,0
Male,65,White,Employed,Pennsylvania,1,0
Male,33,White,Employed,North Carolina,0,1
Female,42,White,Employed,Florida,1,0
Male,69,White,Not in labor force,Tennessee,0,1
Female,25,American Indian or Alaska Native,Not in labor force,Oklahoma,1,0
Male,64,White,Employed,California,0,1
Female,33,White,Employed,Michigan,0,1
Male,59,White,Employed,New Jersey,0,0
Female,66,White,Not in labor force,Florida,1,0
Female,33,Other,Not in labor force,California,0,0
Male,52,White,Employed,Texas,1,0
Male,40,White,Employed,Georgia,1,0
Male,67,White,Not in labor force,South Carolina,0,0
Male,66,White,Not in labor force,Arizona,1,0
Female,73,White,Not in labor force,Maine,0,1
Male,67,White,Not in labor force,Pennsylvania,0,1
Male,52,White,Not in labor force,New York,0,1
Female,42,White,Employed,Florida,1,0
Male,72,White,Not in labor force,New York,1,0
Male,42,Other,Employed,Massachusetts,0,1
Female,35,White,Unemployed,Missouri,1,0
Male,41,White,Unemployed,Pennsylvania,1,0
Male,62,White,Not in labor force,Arizona,1,0
Male,24,Other Asian or Pacific Islander,Student,Texas,0,0
Male,69,White,Not in labor force,California,1,0
Male,43,White,Employed,Tennessee,1,0
Male,21,Other,Employed,New York,0,1
Male,78,White,Not in labor force,Maryland,0,1
Male,45,White,Student,California,0,1
Male,61,White,Employed,Kentucky,0,1
Male,62,White,Employed,Texas,1,0
Male,64,White,Not in labor force,Pennsylvania,0,0
Male,66,White,Not in labor force,Ohio,0,1
Male,37,White,Employed,California,1,0
Female,38,White,Employed,Texas,0,0
Male,56,White,Employed,Iowa,1,0
Male,65,White,Employed,Georgia,1,0
Male,62,White,Not in labor force,Virginia,1,0
Male,57,Other Asian or Pacific Islander,Employed,New Jersey,1,0
Male,21,White,Employed,Texas,0,1
Male,67,White,Not in labor force,Texas,1,0
Female,19,White,Employed,Missouri,0,1
Male,64,Other,Employed,California,1,0
Male,48,White,Unemployed,Georgia,1,0
Female,27,White,Not in labor force,Illinois,1,0
Male,70,White,Not in labor force,Alabama,0,1
Male,58,White,Employed,Iowa,1,0
Female,56,White,Other,California,0,1
Male,72,White,Not in labor force,Michigan,0,1
Male,60,White,Employed,Missouri,1,0
Male,70,White,Employed,Ohio,1,0
Male,68,White,Not in labor force,Oregon,0,1
Male,45,White,Unemployed,New York,0,0
Male,73,White,Not in labor force,South Carolina,0,0
Male,61,East Asian,Employed,California,0,1
Female,42,White,Unemployed,New York,0,0
Male,48,White,Unemployed,Arizona,1,0
Female,65,East Asian,Unemployed,Indiana,1,0
Male,60,White,Not in labor force,Michigan,0,1
Male,54,Black or African American,Not in labor force,Missouri,0,1
Male,73,White,Not in labor force,Georgia,1,0
Female,43,White,Not in labor force,Illinois,1,0
Male,31,Other Asian or Pacific Islander,Employed,Oklahoma,0,0
Female,70,White,Not in labor force,New York,0,1
Male,64,White,Unemployed,Colorado,0,0
Male,66,White,Not in labor force,Florida,1,0
Male,48,White,Employed,Mississippi,1,0
Female,26,Other,Employed,Texas,1,0
Male,37,Other,Employed,California,1,0
Male,67,White,Not in labor force,New York,1,0
Male,47,White,Employed,North Carolina,1,0
Male,76,White,Not in labor force,Kentucky,1,0
Male,71,White,Unemployed,Massachusetts,1,0
Female,52,White,Not in labor force,California,0,0
Male,66,White,Not in labor force,Tennessee,1,0
Male,55,White,Employed,Connecticut,0,1
Female,57,White,Not in labor force,California,0,0
Male,33,White,Employed,Montana,0,1
Male,62,White,Not in labor force,Washington,0,1
Female,38,White,Employed,Pennsylvania,0,1
Female,55,Black or African American,Employed,Illinois,0,1
Female,66,White,Not in labor force,Texas,0,1
Male,68,White,Not in labor force,Michigan,0,1
Male,28,Other,Employed,California,1,0
Male,69,White,Not in labor force,Florida,1,0
Male,65,White,Not in labor force,New York,1,0
Male,51,White,Employed,Florida,0,1
Female,35,American Indian or Alaska Native,Not in labor force,Maryland,0,0
Female,64,White,Other,Maryland,1,0
Male,69,White,Employed,Pennsylvania,1,0
Female,40,White,Unemployed,Georgia,1,0
Male,48,White,Employed,Illinois,0,0
Male,68,White,Not in labor force,Washington,1,0
Female,19,White,Student,Florida,0,1
Male,63,White,Employed,Missouri,0,0
Male,45,White,Employed,New York,0,0
Male,53,White,Employed,Virginia,0,1
Female,43,White,Employed,Michigan,0,0
Male,69,White,Not in labor force,Florida,1,0
Male,50,White,Not in labor force,New York,1,0
Male,53,White,Employed,Louisiana,1,0
Male,72,White,Not in labor force,Florida,1,0
Female,76,White,Not in labor force,Pennsylvania,0,1
Male,20,East Asian,Employed,California,0,1
Male,73,Black or African American,Not in labor force,Louisiana,0,0
Male,62,White,Not in labor force,Pennsylvania,1,0
Male,67,White,Not in labor force,Oklahoma,1,0
Male,57,White,Employed,New Jersey,1,0
Male,45,Other Asian or Pacific Islander,Employed,Pennsylvania,0,1
Male,29,Black or African American,Employed,South Carolina,0,1
Male,50,White,Student,Florida,1,0
Female,71,White,Not in labor force,California,0,0
Male,69,White,Not in labor force,New York,0,1
Female,55,White,Unemployed,Washington,1,0
Female,67,White,Not in labor force,Illinois,0,1
Male,90,White,Not in labor force,North Carolina,1,0
Male,72,Black or African American,Not in labor force,Massachusetts,0,1
Female,65,White,Not in labor force,Florida,0,0
Female,19,White,Not in labor force,Ohio,0,1
Male,71,White,Not in labor force,Indiana,0,1
Female,44,White,Employed,Pennsylvania,0,0
Male,47,White,Employed,New York,0,1
Female,71,White,Employed,Arizona,0,1
Female,78,White,Not in labor force,Pennsylvania,0,0
Male,61,White,Employed,Oregon,1,0
Female,48,White,Not in labor force,Mississippi,1,0
Female,60,White,Employed,North Carolina,0,1
Male,82,White,Not in labor force,Arizona,1,0
Female,73,White,Not in labor force,New Jersey,0,1
Male,73,White,Not in labor force,North Carolina,1,0
Female,70,White,Not in labor force,Minnesota,1,0
Female,21,Black or African American,Student,Virginia,0,1
Female,69,White,Not in labor force,Missouri,0,1
Female,58,White,Not in labor force,Tennessee,0,1
Female,61,White,Not in labor force,Louisiana,0,1
Female,63,White,Not in labor force,New York,0,0
Female,31,White,Employed,Colorado,1,0
Male,22,White,Employed,Arizona,0,1
Female,61,White,Not in labor force,Indiana,0,0
Female,66,White,Not in labor force,Florida,1,0
Male,69,White,Not in labor force,Ohio,0,1
Female,49,White,Not in labor force,South Dakota,1,0
Male,37,White,Employed,Wisconsin,0,1
Male,72,White,Not in labor force,North Carolina,0,1
Female,22,Black or African American,Student,Wisconsin,0,0
Female,61,White,Not in labor force,Virginia,1,0
Female,54,White,Not in labor force,Kentucky,0,0
Female,67,White,Not in labor force,Texas,1,0
Male,80,White,Not in labor force,Florida,1,0
Female,69,White,Not in labor force,New York,1,0
Male,26,White,Employed,Maryland,1,0
Male,49,Black or African American,Employed,North Carolina,0,0
Female,54,Black or African American,Employed,Louisiana,0,1
Female,77,White,Not in labor force,New Jersey,0,0
Female,83,White,Not in labor force,Missouri,0,1
Female,61,White,Not in labor force,Montana,1,0
Female,50,White,Not in labor force,South Carolina,1,0
Male,55,Black or African American,Employed,New York,0,1
Female,43,Black or African American,Unemployed,Texas,0,0
Female,52,White,Not in labor force,Georgia,1,0
Male,55,White,Unemployed,Michigan,0,1
Male,19,White,Employed,Louisiana,0,1
Female,47,Other,Employed,Florida,0,0
Female,69,Other,Not in labor force,North Carolina,0,1
Female,42,White,Not in labor force,Idaho,1,0
Male,64,White,Employed,Florida,1,0
Male,38,White,Employed,New York,1,0
Female,54,Black or African American,Employed,California,0,1
Female,72,White,Employed,Massachusetts,0,1
Female,39,White,Not in labor force,Missouri,1,0
Female,68,White,Not in labor force,Arkansas,1,0
Male,55,White,Not in labor force,Alabama,1,0
Female,76,White,Not in labor force,Illinois,0,1
Male,65,White,Not in labor force,California,1,0
Male,74,White,Employed,Illinois,0,0
Female,76,White,Not in labor force,Utah,0,0
Male,56,White,Unemployed,Illinois,0,0
Female,19,White,Student,Michigan,0,0
Female,31,White,Employed,Kentucky,0,1
Female,71,White,Employed,Illinois,0,1
Male,58,White,Not in labor force,Arkansas,1,0
Female,60,Black or African American,Unemployed,Florida,0,1
Female,45,Other Asian or Pacific Islander,Employed,North Carolina,0,1
Female,69,Other,Employed,Michigan,1,0
Male,70,White,Not in labor force,North Carolina,1,0
Female,34,White,Not in labor force,Virginia,1,0
Male,77,White,Not in labor force,South Carolina,1,0
Female,40,White,Employed,Tennessee,0,0
Male,65,White,Not in labor force,Oregon,1,0
Male,62,White,Employed,Arizona,0,0
Male,51,White,Employed,Ohio,1,0
Male,73,White,Not in labor force,Florida,1,0
Female,20,White,Employed,Florida,0,0
Male,72,White,Not in labor force,Maryland,0,1
Female,58,White,Employed,Illinois,0,1
Male,56,White,Not in labor force,Michigan,1,0
Female,71,White,Not in labor force,Indiana,0,1
Male,36,White,Employed,Pennsylvania,1,0
Male,62,White,Not in labor force,North Dakota,1,0
Female,70,Black or African American,Not in labor force,Illinois,0,0
Male,65,White,Employed,Louisiana,1,0
Female,70,White,Unemployed,Tennessee,0,0
Female,27,Other Asian or Pacific Islander,Employed,North Carolina,0,1
Female,46,White,Employed,Louisiana,0,1
Female,70,White,Not in labor force,Maryland,1,0
Female,29,White,Employed,California,1,0
Male,37,White,Employed,Pennsylvania,0,1
Male,55,White,Employed,Pennsylvania,0,1
Female,50,White,Employed,Tennessee,1,0
Male,76,White,Not in labor force,Texas,1,0
Female,32,White,Not in labor force,Wisconsin,0,0
Male,75,White,Not in labor force,Ohio,0,1
Male,38,Black or African American,Employed,Virginia,0,1
Male,69,White,Not in labor force,Arizona,0,1
Male,72,White,Employed,Massachusetts,0,1
Male,31,White,Employed,Tennessee,1,0
Female,58,White,Not in labor force,Oregon,1,0
Female,79,White,Not in labor force,Washington,0,0
Male,72,White,Employed,Virginia,1,0
Female,61,White,Other,New York,0,0
Male,49,White,Unemployed,New York,0,0
Female,79,White,Not in labor force,Georgia,1,0
Female,66,Black or African American,Employed,Georgia,0,1
Male,59,Other,Employed,Maryland,0,1
Male,71,White,Not in labor force,New Hampshire,1,0
Female,36,East Asian,Employed,Missouri,0,1
Male,45,White,Employed,New York,0,0
Female,47,Black or African American,Employed,Illinois,0,1
Female,49,Black or African American,Not in labor force,Delaware,0,1
Male,50,White,Employed,Florida,1,0
Male,67,White,Employed,Colorado,1,0
Female,50,Other Asian or Pacific Islander,Not in labor force,Georgia,0,1
Female,70,White,Employed,Kansas,1,0
Female,40,Other,Not in labor force,Pennsylvania,1,0
Male,73,White,Not in labor force,California,1,0
Male,50,Black or African American,Employed,Wisconsin,1,0
Female,37,Other,Employed,North Carolina,1,0
Female,25,East Asian,Employed,California,0,1
Female,39,White,Unemployed,New Jersey,0,1
Male,81,White,Not in labor force,Texas,1,0
Male,72,American Indian or Alaska Native,Not in labor force,California,1,0
Male,74,White,Not in labor force,California,0,1
Female,78,Other,Not in labor force,Louisiana,0,1
Male,73,White,Not in labor force,Texas,0,0
Male,59,White,Employed,California,0,1
Female,75,White,Not in labor force,Florida,1,0
Female,24,White,Not in labor force,Kentucky,0,0
Female,21,Other,Employed,California,0,0
Male,70,White,Employed,California,1,0
Female,65,Black or African American,Not in labor force,Minnesota,1,0
Female,43,White,Employed,Alabama,0,1
Male,72,Other Asian or Pacific Islander,Not in labor force,California,0,1
Male,42,White,Employed,New York,0,0
Female,73,Black or African American,Employed,Illinois,0,1
Male,76,White,Employed,Wisconsin,0,1
Female,50,White,Employed,Illinois,0,0
Male,32,White,Employed,New York,0,1
Male,65,White,Not in labor force,New Jersey,0,0
Male,67,White,Not in labor force,New Jersey,1,0
Male,72,White,Not in labor force,Washington,1,0
Male,74,White,Not in labor force,Nevada,1,0
Male,34,White,Employed,Oregon,0,1
Female,53,White,Employed,New York,0,0
Female,26,White,Employed,Virginia,0,1
Female,24,White,Employed,New York,0,1
Male,68,Black or African American,Employed,Michigan,0,1
Male,66,Black or African American,Not in labor force,Ohio,0,1
Female,33,Other,Employed,California,0,1
Female,71,Black or African American,Not in labor force,Virginia,0,1
Female,32,White,Not in labor force,Arizona,1,0
Male,79,White,Employed,Illinois,0,1
Male,69,White,Not in labor force,Arizona,1,0
Male,65,White,Employed,Indiana,0,0
Male,27,White,Employed,Indiana,0,0
Female,63,American Indian or Alaska Native,Not in labor force,Minnesota,1,0
Male,69,Black or African American,Not in labor force,Illinois,0,1
Male,73,White,Not in labor force,New Jersey,1,0
Female,25,White,Employed,North Carolina,1,0
Male,30,Black or African American,Employed,Arizona,0,0
Male,77,White,Unemployed,California,0,1
Female,38,Other,Not in labor force,Pennsylvania,0,0
Male,27,White,Employed,Colorado,1,0
Male,29,White,Employed,Arizona,1,0
Female,62,White,Not in labor force,Texas,0,0
Male,52,White,Employed,California,1,0
Female,19,White,Employed,Colorado,0,1
Male,60,Black or African American,Not in labor force,Nevada,0,1
Male,73,White,Employed,South Dakota,1,0
Female,50,White,Employed,Arizona,0,1
Male,60,White,Not in labor force,Rhode Island,0,1
Male,26,White,Unemployed,Illinois,1,0
Male,60,White,Not in labor force,California,0,1
Female,20,Other Asian or Pacific Islander,Student,California,0,1
Male,34,Other Asian or Pacific Islander,Employed,New York,1,0
Male,39,White,Employed,Texas,0,1
Male,32,White,Employed,Illinois,0,1
Female,35,Black or African American,Employed,Florida,0,1
Female,20,White,Student,South Carolina,0,1
Female,58,East Asian,Not in labor force,Michigan,0,1
Female,54,Black or African American,Employed,Florida,0,0
Male,67,White,Not in labor force,New York,0,1
Female,59,White,Not in labor force,Kentucky,1,0
Male,31,White,Employed,Texas,0,0
Female,55,White,Employed,California,1,0
Male,41,White,Not in labor force,Texas,0,1
Female,23,White,Unemployed,Georgia,1,0
Female,32,White,Unemployed,Massachusetts,0,0
Male,22,White,Employed,California,1,0
Female,22,White,Not in labor force,Florida,1,0
Female,55,White,Not in labor force,Illinois,0,0
Male,21,White,Unemployed,Tennessee,0,0
Female,32,White,Unemployed,New York,0,1
Female,66,White,Employed,New York,0,1
Male,42,White,Employed,New York,1,0
Male,28,White,Student,California,0,0
Male,18,Black or African American,Employed,Texas,0,0
Male,39,White,Employed,Texas,1,0
Female,64,White,Not in labor force,Missouri,0,1
Male,28,Other Asian or Pacific Islander,Employed,Nevada,1,0
Female,19,White,Employed,Illinois,0,0
Female,66,White,Other,Kansas,0,0
Female,47,White,Employed,Utah,0,0
Female,39,American Indian or Alaska Native,Employed,Pennsylvania,1,0
Male,68,White,Not in labor force,Colorado,0,1
Female,65,Black or African American,Not in labor force,Georgia,0,0
Female,93,White,Not in labor force,Georgia,0,1
Female,65,White,Not in labor force,Louisiana,0,1
Male,18,White,Employed,Wyoming,0,1
Female,60,Black or African American,Unemployed,Connecticut,0,1
Male,42,White,Student,Illinois,0,1
Male,18,Other,Student,Illinois,0,0
Male,41,White,Employed,New Jersey,1,0
Female,62,White,Not in labor force,Florida,0,1
Male,54,White,Employed,South Carolina,1,0
Female,58,East Asian,Not in labor force,California,0,1
Female,34,White,Employed,Georgia,1,0
Male,27,Other Asian or Pacific Islander,Employed,Florida,0,0
Female,27,White,Employed,Arizona,0,0
Female,59,Black or African American,Not in labor force,New York,0,1
Female,60,White,Not in labor force,New Jersey,0,1
Male,79,White,Not in labor force,New Jersey,1,0
Male,55,White,Employed,Wisconsin,1,0
Male,39,East Asian,Employed,Maryland,0,1
Female,35,White,Unemployed,Ohio,1,0
Female,66,Black or African American,Not in labor force,Virginia,0,1
Male,37,White,Employed,Ohio,0,0
Male,77,Other,Not in labor force,Michigan,1,0
Male,46,Black or African American,Employed,Washington,1,0
Male,73,White,Employed,New Jersey,1,0
Male,74,White,Not in labor force,Texas,1,0
Female,36,White,Employed,Ohio,1,0
Male,52,White,Not in labor force,Missouri,1,0
Male,50,Other,Unemployed,Mississippi,0,0
Male,31,White,Employed,Florida,0,0
Male,29,White,Employed,Massachusetts,0,1
Female,25,Other Asian or Pacific Islander,Employed,Louisiana,0,0
Male,77,White,Not in labor force,North Carolina,1,0
Male,40,White,Employed,California,1,0
Male,36,East Asian,Unemployed,California,1,0
Male,41,White,Employed,Florida,1,0
Male,68,White,Not in labor force,Arizona,0,1
Male,55,White,Employed,Illinois,1,0
Male,47,White,Employed,Washington,1,0
Male,42,Black or African American,Employed,Georgia,0,1
Male,53,White,Employed,New Jersey,0,1
Male,37,Other,Employed,Illinois,1,0
Male,69,White,Not in labor force,Pennsylvania,1,0
Female,63,Black or African American,Employed,Ohio,0,1
Male,60,White,Unemployed,California,0,1
Male,67,White,Not in labor force,Texas,0,1
Male,39,White,Employed,Florida,0,0
Female,24,White,Not in labor force,Wisconsin,0,0
Male,36,White,Employed,Utah,1,0
Female,56,White,Other,Ohio,0,1
Male,45,White,Employed,New York,1,0
Female,35,White,Employed,New Jersey,1,0
Male,19,Black or African American,Student,New York,0,1
Female,39,White,Employed,Oklahoma,1,0
Male,36,White,Employed,California,1,0
Female,27,White,Employed,Georgia,1,0
Male,53,Black or African American,Employed,Kentucky,0,1
Male,71,White,Not in labor force,West Virginia,0,1
Male,31,White,Unemployed,Ohio,0,0
Female,46,Other,Not in labor force,Michigan,1,0
Male,70,White,Not in labor force,California,0,1
Male,71,White,Not in labor force,Arizona,0,0
Female,18,Other,Student,Texas,0,0
Male,19,Black or African American,Employed,Georgia,0,0
Female,26,White,Unemployed,Kentucky,0,1
Female,56,White,Not in labor force,North Carolina,0,1
Male,60,White,Employed,Kansas,1,0
Male,45,White,Not in labor force,Kansas,0,0
Male,50,White,Employed,Oregon,0,1
Male,57,White,Unemployed,New Hampshire,0,1
Male,55,Other Asian or Pacific Islander,Employed,Georgia,1,0
Male,49,Other Asian or Pacific Islander,Employed,Florida,1,0
Female,57,Black or African American,Unemployed,Michigan,0,1
Male,75,White,Not in labor force,Tennessee,1,0
Female,53,White,Employed,Nevada,1,0
Male,40,White,Unemployed,Washington,1,0
Male,64,White,Not in labor force,Missouri,0,1
Male,26,White,Employed,North Carolina,0,1
Female,34,White,Not in labor force,Virginia,0,1
Male,57,White,Not in labor force,Oregon,0,1
Female,55,American Indian or Alaska Native,Employed,California,1,0
Male,33,White,Employed,Pennsylvania,1,0
Female,44,East Asian,Employed,California,0,1
Male,48,White,Employed,Maine,0,0
Male,29,Other,Employed,California,0,0
Male,41,White,Employed,Texas,1,0
Female,75,White,Not in labor force,Tennessee,1,0
Male,52,Other,Employed,California,1,0
Female,28,White,Employed,Pennsylvania,0,1
Male,34,White,Unemployed,Oregon,1,0
Female,57,White,Not in labor force,Pennsylvania,1,0
Female,75,White,Not in labor force,Arkansas,1,0
Female,47,White,Employed,Louisiana,0,1
Female,28,White,Not in labor force,North Carolina,0,0
Male,34,White,Employed,Nevada,1,0
Male,66,White,Not in labor force,Indiana,0,0
Male,23,White,Employed,California,0,1
Male,20,White,Unemployed,South Carolina,0,1
Male,19,Black or African American,Student,Mississippi,0,1
Female,20,White,Student,Michigan,0,0
Female,79,Black or African American,Not in labor force,South Carolina,0,1
Female,18,Black or African American,Unemployed,Texas,0,0
Female,28,White,Other,Pennsylvania,0,1
Female,68,White,Not in labor force,Oregon,0,1
Female,66,White,Not in labor force,Virginia,1,0
Female,18,White,Employed,North Carolina,0,1
Female,32,White,Employed,Texas,0,1
Male,45,Other Asian or Pacific Islander,Employed,Florida,0,0
Female,40,Other,Not in labor force,California,0,1
Male,56,East Asian,Employed,Arizona,0,1
Female,72,White,Not in labor force,New York,0,1
Female,59,White,Not in labor force,Alabama,1,0
Male,65,White,Not in labor force,Louisiana,0,0
Female,26,White,Not in labor force,Florida,0,0
Female,65,White,Employed,Iowa,0,1
Female,33,Black or African American,Not in labor force,Texas,0,1
Male,35,American Indian or Alaska Native,Employed,Texas,0,0
Female,57,White,Not in labor force,New Jersey,1,0
Male,28,White,Employed,Nevada,0,1
Female,25,White,Employed,Maryland,0,0
Male,52,White,Employed,Indiana,1,0
Female,65,White,Employed,Connecticut,0,1
Male,53,White,Employed,California,1,0
Female,80,Black or African American,Not in labor force,Ohio,0,1
Male,35,Other Asian or Pacific Islander,Employed,Ohio,0,1
Female,44,White,Employed,Minnesota,0,1
Male,38,White,Employed,Tennessee,0,0
Male,44,White,Employed,Pennsylvania,0,1
Female,65,Other,Not in labor force,New Mexico,0,1
Male,59,White,Unemployed,Colorado,0,1
Male,59,White,Unemployed,Texas,1,0
Female,34,Other,Not in labor force,Arizona,0,1
Female,23,Other,Employed,California,0,1
Female,50,East Asian,Employed,Hawaii,0,1
Female,74,Black or African American,Not in labor force,Texas,0,0
Female,63,White,Employed,Texas,0,0
Female,53,White,Employed,California,1,0
Male,37,White,Employed,Idaho,1,0
Male,41,East Asian,Employed,Virginia,1,0
Male,36,White,Employed,Hawaii,0,1
Female,46,Other,Not in labor force,California,0,0
Male,36,Other,Employed,California,0,0
Male,23,Black or African American,Student,Michigan,0,0
Male,49,Other Asian or Pacific Islander,Employed,New York,0,1
Male,30,White,Employed,California,1,0
Male,68,White,Not in labor force,Washington,0,1
Male,25,White,Employed,Indiana,0,1
Male,42,Black or African American,Not in labor force,New York,0,1
Female,21,White,Unemployed,Ohio,1,0
Male,20,Other Asian or Pacific Islander,Employed,New York,0,1
Male,27,Black or African American,Employed,Texas,1,0
Female,50,Black or African American,Not in labor force,Nevada,1,0
Male,56,White,Employed,Pennsylvania,0,0
Male,59,White,Employed,Rhode Island,1,0
Female,19,Black or African American,Employed,New York,0,1
Male,62,White,Employed,Texas,1,0
Female,65,Black or African American,Not in labor force,Illinois,0,1
Male,35,White,Employed,Ohio,0,1
Female,37,White,Employed,Connecticut,0,1
Female,28,Other,Unemployed,Illinois,0,0
Female,20,White,Student,Georgia,0,1
Male,37,Other,Employed,Texas,0,0
Male,33,White,Employed,New York,0,1
Male,30,White,Employed,California,0,1
Male,37,White,Employed,Illinois,0,1
Female,35,White,Not in labor force,Alabama,1,0
Female,50,White,Student,South Carolina,1,0
Female,31,White,Employed,Louisiana,0,0
Male,66,White,Not in labor force,Texas,1,0
Male,35,White,Unemployed,Arizona,1,0
Male,22,Black or African American,Not in labor force,Alabama,0,0
Female,45,White,Employed,Illinois,0,1
Female,43,White,Unemployed,New York,0,1
Male,21,White,Employed,Illinois,1,0
Female,40,White,Employed,California,1,0
Female,32,Other,Student,Texas,0,1
Male,36,White,Employed,California,1,0
Male,39,White,Employed,New Jersey,0,1
Female,61,Black or African American,Not in labor force,Mississippi,0,1
Female,26,White,Not in labor force,New York,0,0
Male,39,Other,Unemployed,California,1,0
Male,21,White,Student,New York,0,0
Female,19,White,Unemployed,Georgia,0,1
Female,44,Other Asian or Pacific Islander,Employed,New York,0,1
Female,54,White,Employed,New York,0,1
Female,24,Other,Employed,Florida,0,0
Female,21,Other,Employed,Washington,0,0
Male,18,White,Employed,Pennsylvania,1,0
Male,19,Other,Employed,Texas,1,0
Female,64,White,Not in labor force,Florida,0,1
Female,20,Other,Employed,Texas,0,0
Female,41,Black or African American,Not in labor force,Florida,0,0
Female,51,East Asian,Not in labor force,North Carolina,1,0
Female,71,White,Not in labor force,Minnesota,0,1
Female,25,White,Employed,Nevada,0,1
Female,20,White,Student,Virginia,0,1
Female,25,White,Student,Texas,0,1
Male,22,Other,Employed,New York,1,0
Female,20,Black or African American,Employed,California,0,1
Female,30,Other,Employed,Florida,0,0
Female,19,White,Employed,Oregon,1,0
Female,52,White,Employed,California,0,1
Male,54,White,Employed,Wisconsin,1,0
Female,38,White,Unemployed,Illinois,0,1
Female,36,Black or African American,Unemployed,South Carolina,0,1
Female,32,White,Employed,Oklahoma,0,1
Female,36,White,Employed,South Dakota,0,0
Female,27,White,Student,North Carolina,0,1
Male,38,White,Unemployed,Wisconsin,0,0
Female,64,White,Not in labor force,Nevada,1,0
Female,22,White,Student,California,0,1
Male,71,White,Not in labor force,Pennsylvania,1,0
Male,65,White,Not in labor force,New York,1,0
Female,60,White,Not in labor force,Pennsylvania,0,1
Female,56,White,Employed,Missouri,1,0
Female,49,White,Employed,Texas,1,0
Male,60,White,Employed,Ohio,0,1
Female,48,White,Employed,Michigan,1,0
Female,67,White,Not in labor force,Oregon,1,0
Female,51,White,Not in labor force,Ohio,0,1
Female,28,Other,Not in labor force,Connecticut,0,1
Female,35,Other,Employed,Florida,0,0
Male,50,White,Not in labor force,Wisconsin,0,0
Female,44,White,Not in labor force,South Carolina,0,1
Male,48,East Asian,Employed,California,0,1
Female,66,White,Employed,Georgia,0,1
Male,40,White,Employed,Texas,0,1
Male,56,White,Unemployed,California,1,0
Male,35,Other,Other,Florida,1,0
Male,40,White,Unemployed,South Dakota,1,0
Male,18,East Asian,Student,Georgia,0,1
Male,68,White,Not in labor force,California,0,1
Female,73,Black or African American,Not in labor force,Georgia,0,1
Male,49,White,Not in labor force,Texas,1,0
Male,72,White,Not in labor force,Michigan,0,1
Male,42,White,Employed,Maryland,1,0
Male,49,Black or African American,Employed,Louisiana,0,1
Female,33,Other,Employed,California,1,0
Female,59,Black or African American,Employed,New Jersey,0,1
Male,34,White,Employed,Florida,0,0
Male,39,White,Employed,Utah,1,0
Male,25,White,Student,California,0,1
Male,40,Other,Employed,California,0,0
Male,57,White,Not in labor force,California,1,0
Male,46,White,Employed,Tennessee,1,0
Female,30,White,Not in labor force,Nevada,1,0
Female,45,White,Employed,California,0,0
Male,62,White,Employed,Kentucky,1,0
Female,28,East Asian,Employed,California,0,0
Female,33,White,Employed,California,1,0
Female,47,White,Not in labor force,New York,0,0
Male,53,Black or African American,Employed,Texas,0,1
Male,44,White,Employed,Illinois,0,1
Male,38,White,Employed,New York,1,0
Male,32,White,Unemployed,New York,0,1
Male,19,Black or African American,Employed,Louisiana,0,0
Male,66,White,Not in labor force,Nevada,1,0
Male,46,White,Not in labor force,Idaho,1,0
Male,35,White,Employed,Georgia,1,0
Male,50,White,Employed,Iowa,0,0
Female,35,Black or African American,Unemployed,Georgia,0,1
Male,53,White,Employed,Colorado,1,0
Female,52,White,Employed,Oregon,1,0
Male,31,White,Employed,Florida,0,0
Female,65,American Indian or Alaska Native,Employed,Washington,1,0
Male,74,White,Employed,Idaho,0,1
Female,23,Other,Unemployed,New Jersey,0,0
Female,42,White,Not in labor force,Michigan,0,0
Male,45,White,Employed,California,0,1
Female,24,Other,Employed,New York,0,1
Male,61,Black or African American,Not in labor force,Michigan,0,1
Female,66,White,Not in labor force,California,0,0
Male,49,White,Employed,Florida,1,0
Male,29,White,Employed,Colorado,1,0
Male,30,White,Unemployed,Louisiana,1,0
Female,33,White,Employed,Florida,0,0
Female,36,White,Not in labor force,Texas,0,1
Male,20,White,Employed,Florida,0,1
Female,38,East Asian,Employed,Arizona,0,1
Female,49,White,Employed,Texas,0,0
Female,20,Black or African American,Employed,Texas,1,0
